Application_ID,Region,Risk_Score_Raw,Applied_Amount,Status,Date_Submitted,Time_to_Approve_Hrs,Transaction_Flags,Customer_Age
101499,Temple,738.0,1698.44,Denied,2025-10-10 13:29:32.572768,20.43,None,59
101500,Fort_Hood,742.0,3235.82,Approved,2025-07-29 17:31:57.572768,16.4,None,57
101501,Fort_Hood,676.0,1604.91,Approved,2025-11-23 22:26:03.572768,4.14,None,53
101502,Killeen,604.0,963.47,Approved,2025-10-02 23:58:24.572768,4.14,None,53
101503,Killeen,687.0,1512.01,Approved,2025-07-05 15:22:20.572768,4.28,None,61
101504,Killeen,737.0,1780.09,Approved,2025-09-21 10:14:53.572768,20.48,None,57
101505,Killeen,808.0,500.0,Approved,2025-07-22 05:21:36.572768,11.62,None,55
101506,Fort_Hood,628.0,1612.89,Denied,2025-07-14 12:07:26.572768,47.64,None,31
101507,Fort_Hood,674.0,616.79,Approved,2025-10-17 08:39:39.572768,5.12,None,54
101508,Fort_Hood,676.0,3063.22,Denied,2025-07-15 20:43:05.572768,48.24,High_Velocity_Deposit,31
101509,Waco,781.0,518.62,Approved,2025-12-03 14:47:40.572768,55.53,None,56
101510,Waco,697.0,4064.94,Denied,2025-07-01 04:18:56.572768,71.18,None,43
101511,Waco,645.0,1303.32,Pending_Review,2025-11-30 10:44:49.572768,,None,44
101512,Round_Rock,733.0,1171.01,Approved,2025-12-04 14:27:04.572768,34.85,None,28
101513,Killeen,,2288.3,Approved,2025-09-13 02:23:54.572768,14.66,None,42
101514,Killeen,626.0,904.31,Approved,2025-10-16 12:43:21.572768,4.53,High_Velocity_Deposit,22
101515,Killeen,646.0,2259.72,Approved,2025-06-24 23:59:44.572768,2.72,None,34
101516,Fort_Hood,804.0,1006.58,Approved,2025-06-22 07:51:39.572768,21.75,None,30
101517,Temple,723.0,1158.19,Denied,2025-11-04 04:17:38.572768,37.86,None,41
101518,Killeen,706.0,2500.59,Approved,2025-10-26 18:33:06.572768,23.7,None,31
101519,Temple,685.0,727.15,Approved,2025-08-29 11:45:05.572768,8.43,None,47
101520,Killeen,717.0,657.56,Denied,2025-08-12 01:51:58.572768,57.0,None,22
101521,Temple,716.0,2205.22,Denied,2025-09-21 07:47:58.572768,24.91,None,38
101522,Killeen,717.0,1769.55,Approved,2025-10-04 03:14:07.572768,18.93,None,38
101523,Killeen,706.0,2069.28,Denied,2025-11-20 04:52:50.572768,68.55,None,60
101524,Fort_Hood,752.0,2349.86,Pending_Review,2025-10-08 23:09:28.572768,,None,64
101525,Killeen,701.0,1892.97,Approved,2025-07-29 16:49:50.572768,9.99,None,33
101526,Killeen,641.0,2940.91,Approved,2025-09-19 18:43:31.572768,13.87,None,62
101527,Killeen,663.0,1954.62,Denied,2025-08-05 19:42:53.572768,25.54,None,36
101528,Waco,581.0,500.0,Denied,2025-06-30 21:36:51.572768,44.49,None,22
101529,Fort_Hood,821.0,500.0,Approved,2025-09-16 05:20:44.572768,17.91,None,53
101530,Killeen,751.0,8453.7,Approved,2025-09-06 09:06:24.572768,4.24,None,32
101531,Fort_Hood,650.0,1808.15,Denied,2025-12-06 08:24:31.572768,63.01,None,26
101532,Waco,683.0,3866.84,Pending_Review,2025-07-06 17:50:17.572768,,None,39
101533,Killeen,661.0,1371.19,Denied,2025-11-09 04:25:45.572768,11.0,None,39
101534,Killeen,792.0,1726.04,Pending_Review,2025-11-03 21:54:29.572768,,None,44
101535,Killeen,614.0,1258.04,Approved,2025-09-09 20:05:13.572768,30.82,Suspicious_ACH,28
101536,Killeen,706.0,13000.48,Pending_Review,2025-08-24 22:13:24.572768,,None,47
101537,Fort_Hood,693.0,2214.08,Denied,2025-10-25 00:01:21.572768,47.04,None,22
101538,Killeen,749.0,1178.64,Pending_Review,2025-11-09 12:26:54.572768,,None,49
101539,Fort_Hood,693.0,500.0,Approved,2025-10-22 19:33:29.572768,8.55,None,41
101540,Waco,594.0,8769.08,Denied,2025-06-21 03:48:06.572768,25.97,High_Velocity_Deposit,62
101541,Killeen,684.0,1586.65,Approved,2025-11-15 21:59:31.572768,23.81,None,44
101542,Fort_Hood,641.0,3279.29,Approved,2025-09-10 18:25:02.572768,10.65,None,53
101543,Killeen,704.0,3586.02,Approved,2025-07-06 15:29:30.572768,20.76,None,59
101544,Round_Rock,786.0,1248.55,Approved,2025-09-10 19:46:19.572768,30.83,None,60
101545,Fort_Hood,595.0,3096.3,Approved,2025-09-26 17:33:18.572768,29.53,None,39
101546,Waco,651.0,1115.09,Pending_Review,2025-12-10 19:00:12.572768,,None,54
101547,Fort_Hood,666.0,818.65,Denied,2025-10-10 21:47:01.572768,28.61,None,46
101548,Killeen,677.0,4589.71,Pending_Review,2025-11-10 15:26:55.572768,,None,53
101549,Fort_Hood,744.0,1593.12,Pending_Review,2025-08-31 08:51:38.572768,,None,49
101550,Round_Rock,689.0,2737.53,Approved,2025-10-29 06:46:20.572768,17.91,None,34
101551,Fort_Hood,724.0,2511.75,Approved,2025-09-21 07:20:10.572768,10.73,None,40
101552,Waco,662.0,3011.96,Approved,2025-12-05 20:13:37.572768,25.96,None,24
101553,Temple,713.0,520.49,Approved,2025-07-15 19:40:04.572768,4.49,None,48
101554,Killeen,746.0,1132.03,Approved,2025-08-25 04:36:57.572768,2.98,None,38
101555,Killeen,656.0,1394.68,Approved,2025-08-31 13:16:39.572768,22.63,None,64
101556,Fort_Hood,746.0,929.66,Approved,2025-10-08 00:15:58.572768,2.97,None,50
101557,Killeen,703.0,2548.36,Approved,2025-11-19 01:37:29.572768,7.14,None,54
101558,Waco,762.0,4672.8,Approved,2025-07-07 09:58:01.572768,8.78,None,49
101559,Temple,687.0,5303.64,Approved,2025-06-28 13:33:51.572768,19.88,High_Velocity_Deposit,41
101560,Killeen,722.0,1378.34,Denied,2025-10-07 22:16:29.572768,33.94,None,55
101561,Killeen,697.0,2283.75,Approved,2025-07-04 23:36:40.572768,7.31,None,37
101562,Waco,694.0,2582.5,Approved,2025-11-30 12:26:41.572768,0.86,None,60
101563,Killeen,715.0,2972.04,Approved,2025-10-15 21:24:25.572768,9.59,None,23
101564,Waco,732.0,895.6,Denied,2025-11-25 00:02:07.572768,29.24,None,49
101565,Killeen,625.0,7757.88,Approved,2025-08-15 16:17:07.572768,39.15,None,38
101566,Fort_Hood,786.0,3794.15,Approved,2025-09-10 09:47:34.572768,1.66,None,41
101567,Killeen,588.0,3874.3,Approved,2025-11-22 07:25:59.572768,17.19,None,39
101568,Fort_Hood,658.0,4735.15,Pending_Review,2025-10-23 19:44:33.572768,,None,49
101569,Fort_Hood,694.0,2771.96,Pending_Review,2025-09-16 06:52:14.572768,,None,49
101570,Fort_Hood,724.0,794.85,Approved,2025-07-12 07:59:29.572768,13.9,None,37
101571,Killeen,794.0,1617.8,Denied,2025-07-30 15:58:51.572768,35.42,None,54
101572,Waco,588.0,500.0,Approved,2025-10-13 23:28:09.572768,2.54,None,42
101573,Temple,669.0,2520.11,Approved,2025-11-14 10:48:41.572768,21.93,None,26
101574,Killeen,572.0,1579.13,Approved,2025-09-27 23:35:08.572768,16.29,None,58
101575,Killeen,701.0,1750.37,Approved,2025-12-10 12:23:05.572768,5.55,None,39
101576,Killeen,716.0,4737.2,Denied,2025-10-24 11:47:36.572768,3.81,None,26
101577,Fort_Hood,795.0,1254.39,Pending_Review,2025-12-13 03:02:21.572768,,None,64
101578,Fort_Hood,707.0,1477.79,Approved,2025-09-04 03:10:55.572768,19.43,None,32
101579,Fort_Hood,762.0,1840.11,Approved,2025-09-28 03:37:58.572768,8.35,High_Velocity_Deposit,43
101580,Killeen,735.0,500.0,Approved,2025-07-11 17:56:47.572768,16.65,None,44
101581,Killeen,673.0,1461.4,Approved,2025-09-10 21:58:34.572768,24.25,None,47
101582,Fort_Hood,615.0,500.0,Pending_Review,2025-06-21 10:57:53.572768,,None,48
101583,Fort_Hood,716.0,1131.82,Denied,2025-07-09 15:12:19.572768,90.34,None,24
101584,Round_Rock,610.0,3583.7,Approved,2025-08-19 18:25:40.572768,35.96,None,63
101585,Killeen,777.0,2585.86,Approved,2025-06-23 17:53:55.572768,43.81,None,23
101586,Fort_Hood,690.0,1123.43,Denied,2025-07-05 15:49:04.572768,65.37,None,38
101587,Killeen,771.0,1868.03,Approved,2025-10-20 13:55:05.572768,6.2,None,24
101588,Killeen,671.0,765.1,Pending_Review,2025-10-14 10:44:01.572768,,None,24
101589,Waco,716.0,1804.66,Approved,2025-10-20 13:16:38.572768,7.79,None,61
101590,Fort_Hood,712.0,18849.77,Approved,2025-10-09 06:48:09.572768,21.01,None,37
101591,Round_Rock,697.0,7916.0,Approved,2025-11-13 18:17:38.572768,11.27,None,33
101592,Killeen,674.0,1885.78,Approved,2025-11-08 07:53:50.572768,16.96,None,22
101593,Killeen,723.0,2055.17,Approved,2025-11-10 09:04:33.572768,12.19,None,25
101594,Waco,644.0,825.8,Denied,2025-12-03 15:04:40.572768,23.74,None,38
101595,Fort_Hood,627.0,952.0,Denied,2025-11-16 02:33:36.572768,13.51,None,40
101596,Killeen,774.0,2415.71,Approved,2025-12-13 17:08:18.572768,8.33,None,25
101597,Killeen,743.0,1188.07,Approved,2025-09-25 02:56:11.572768,8.79,None,60
101598,Killeen,703.0,3726.85,Denied,2025-09-02 05:24:47.572768,18.76,None,41
101599,Temple,799.0,6347.07,Denied,2025-07-16 05:57:58.572768,39.08,None,62
101600,Killeen,683.0,2359.24,Approved,2025-08-30 12:44:23.572768,24.96,None,60
101601,Killeen,779.0,1961.35,Denied,2025-10-27 09:54:27.572768,26.91,None,25
101602,Killeen,710.0,500.0,Pending_Review,2025-07-20 15:36:13.572768,,None,38
101603,Killeen,638.0,3288.18,Approved,2025-09-01 17:21:56.572768,18.62,None,36
101604,Killeen,810.0,724.2,Approved,2025-07-15 02:12:08.572768,21.99,None,62
101605,Fort_Hood,759.0,1294.13,Approved,2025-10-04 09:16:28.572768,15.5,High_Velocity_Deposit,49
101606,Killeen,692.0,3895.82,Approved,2025-07-31 18:37:03.572768,22.71,None,37
101607,Waco,743.0,4120.82,Denied,2025-07-03 11:51:42.572768,20.73,None,27
101608,Killeen,675.0,1244.88,Approved,2025-08-16 01:12:57.572768,18.55,None,49
101609,Fort_Hood,749.0,1303.58,Pending_Review,2025-11-16 06:49:05.572768,,None,53
101610,Temple,556.0,1033.33,Approved,2025-10-06 05:33:10.572768,15.87,None,38
101611,Fort_Hood,638.0,693.48,Approved,2025-08-09 17:21:44.572768,28.85,None,46
101612,Fort_Hood,758.0,1088.07,Denied,2025-07-03 12:40:18.572768,44.85,None,60
101613,Killeen,685.0,500.0,Approved,2025-08-26 06:46:38.572768,2.84,None,38
101614,Killeen,712.0,3122.69,Approved,2025-11-21 18:22:05.572768,7.55,None,36
101615,Fort_Hood,619.0,2479.02,Approved,2025-11-16 09:06:33.572768,23.54,None,39
101616,Round_Rock,810.0,2831.11,Approved,2025-12-02 02:57:23.572768,30.07,None,41
101617,Fort_Hood,771.0,842.59,Pending_Review,2025-08-15 22:48:18.572768,,None,44
101618,Fort_Hood,687.0,695.02,Approved,2025-09-09 00:34:45.572768,23.96,None,26
101619,Waco,675.0,1887.13,Denied,2025-11-06 23:55:01.572768,35.78,None,60
101620,Fort_Hood,761.0,1903.18,Approved,2025-09-09 22:41:05.572768,14.45,None,33
101621,Killeen,818.0,1607.1,Denied,2025-07-04 23:57:57.572768,59.54,None,38
101622,Fort_Hood,757.0,1434.27,Approved,2025-08-10 13:04:02.572768,6.72,Suspicious_ACH,51
101623,Round_Rock,830.0,7105.47,Approved,2025-10-23 23:43:14.572768,18.29,Suspicious_ACH,40
101624,Killeen,644.0,2542.29,Pending_Review,2025-07-04 20:00:18.572768,,None,53
101625,Fort_Hood,650.0,8747.67,Approved,2025-12-02 15:18:29.572768,6.76,None,37
101626,Killeen,628.0,4989.9,Denied,2025-09-01 06:45:02.572768,41.64,None,23
101627,Fort_Hood,726.0,7062.94,Approved,2025-08-24 18:17:40.572768,15.42,None,33
101628,Killeen,710.0,765.42,Approved,2025-11-02 14:11:38.572768,17.86,None,24
101629,Fort_Hood,690.0,2906.01,Denied,2025-08-30 18:18:41.572768,42.22,None,29
101630,Waco,748.0,1279.96,Denied,2025-09-26 17:56:00.572768,25.55,None,58
101631,Killeen,773.0,500.0,Approved,2025-06-26 05:01:49.572768,12.34,None,45
101632,Fort_Hood,608.0,5983.75,Pending_Review,2025-08-06 19:38:53.572768,,None,46
101633,Waco,664.0,1429.45,Approved,2025-12-01 13:51:50.572768,8.04,None,46
101634,Temple,749.0,777.37,Approved,2025-11-04 15:50:22.572768,15.76,None,35
101635,Killeen,671.0,1297.7,Approved,2025-11-01 00:34:00.572768,7.19,None,57
101636,Killeen,652.0,956.25,Approved,2025-11-10 09:49:08.572768,25.95,None,36
101637,Killeen,761.0,1037.99,Approved,2025-07-26 04:44:16.572768,13.22,None,53
101638,Round_Rock,622.0,1514.31,Approved,2025-12-10 13:05:28.572768,35.83,None,23
101639,Temple,681.0,7220.3,Pending_Review,2025-10-31 06:44:36.572768,,None,42
101640,Fort_Hood,719.0,1060.98,Approved,2025-08-12 10:04:14.572768,13.73,None,25
101641,Waco,665.0,6818.65,Approved,2025-07-17 04:17:55.572768,3.78,None,50
101642,Fort_Hood,746.0,3565.54,Approved,2025-11-30 20:13:53.572768,26.48,None,50
101643,Fort_Hood,665.0,2482.49,Approved,2025-10-07 19:47:49.572768,26.63,None,44
101644,Killeen,784.0,3289.52,Approved,2025-11-23 15:14:08.572768,10.26,None,24
101645,Waco,692.0,1827.9,Approved,2025-07-23 17:21:25.572768,13.09,None,42
101646,Killeen,740.0,5058.57,Approved,2025-08-13 10:18:39.572768,7.79,None,37
101647,Waco,744.0,2845.76,Approved,2025-07-26 18:43:38.572768,29.51,None,41
101648,Waco,662.0,500.0,Denied,2025-08-21 14:01:10.572768,44.08,None,56
101649,Waco,576.0,2291.59,Pending_Review,2025-10-27 08:21:11.572768,,None,26
101650,Killeen,721.0,3385.23,Approved,2025-08-07 13:46:36.572768,7.74,None,47
101651,Killeen,704.0,1434.83,Approved,2025-12-02 06:18:56.572768,4.77,None,28
101652,Killeen,733.0,2000.2,Approved,2025-10-29 17:44:03.572768,14.8,None,37
101653,Killeen,686.0,1107.34,Denied,2025-11-04 22:56:38.572768,24.47,None,38
101654,Killeen,674.0,600.58,Denied,2025-10-29 02:14:51.572768,7.1,None,23
101655,Temple,820.0,523.06,Approved,2025-10-11 09:28:01.572768,5.1,High_Velocity_Deposit,33
101656,Fort_Hood,611.0,528.66,Approved,2025-09-06 05:06:09.572768,19.46,None,34
101657,Killeen,744.0,3087.87,Denied,2025-10-28 13:49:56.572768,12.62,None,26
101658,Killeen,665.0,500.0,Approved,2025-11-11 12:05:16.572768,33.45,None,37
101659,Killeen,679.0,1060.84,Approved,2025-12-05 08:24:26.572768,7.61,None,49
101660,Fort_Hood,680.0,979.93,Approved,2025-07-10 20:21:44.572768,12.19,None,29
101661,Fort_Hood,651.0,1442.7,Approved,2025-08-11 07:34:14.572768,10.5,None,49
101662,Temple,734.0,500.0,Denied,2025-09-02 18:51:32.572768,37.13,None,29
101663,Fort_Hood,783.0,2497.66,Denied,2025-07-10 16:28:46.572768,38.0,None,50
101664,Round_Rock,728.0,652.93,Denied,2025-11-26 22:58:31.572768,18.24,None,39
101665,Temple,706.0,4473.49,Approved,2025-10-12 17:14:42.572768,16.76,None,64
101666,Killeen,640.0,1099.47,Denied,2025-11-22 01:40:32.572768,26.87,None,37
101667,Temple,731.0,1674.9,Approved,2025-09-13 01:34:13.572768,7.99,None,47
101668,Killeen,829.0,1813.51,Approved,2025-09-27 02:10:48.572768,19.73,None,43
101669,Waco,677.0,2198.2,Denied,2025-08-27 11:09:59.572768,30.18,None,36
101670,Killeen,677.0,1862.38,Approved,2025-11-12 20:06:17.572768,29.23,None,34
101671,Temple,666.0,1284.74,Approved,2025-07-09 18:27:54.572768,6.28,None,43
101672,Temple,670.0,2379.01,Pending_Review,2025-10-08 23:49:24.572768,,None,42
101673,Waco,535.0,2625.21,Pending_Review,2025-07-30 11:39:17.572768,,None,45
101674,Waco,724.0,980.33,Approved,2025-11-01 20:25:09.572768,1.65,None,22
101675,Killeen,649.0,2542.99,Approved,2025-07-17 21:02:16.572768,16.81,None,50
101676,Killeen,603.0,4690.88,Approved,2025-11-13 19:58:56.572768,6.33,None,22
101677,Killeen,745.0,3180.25,Pending_Review,2025-08-15 14:37:07.572768,,None,22
101678,Killeen,635.0,3811.97,Approved,2025-08-22 23:16:37.572768,5.9,None,30
101679,Fort_Hood,679.0,2074.63,Pending_Review,2025-10-25 13:32:22.572768,,None,42
101680,Killeen,787.0,854.98,Approved,2025-09-07 16:40:36.572768,5.94,None,35
101681,Round_Rock,615.0,946.04,Approved,2025-12-12 06:09:29.572768,26.6,None,49
101682,Fort_Hood,608.0,2335.33,Approved,2025-07-26 23:16:36.572768,41.44,None,39
101683,Waco,716.0,3843.78,Approved,2025-09-23 00:22:59.572768,18.87,None,54
101684,Killeen,768.0,16793.2,Pending_Review,2025-09-05 21:43:12.572768,,None,64
101685,Temple,605.0,3965.78,Approved,2025-10-24 14:04:48.572768,5.77,None,23
101686,Temple,724.0,708.86,Approved,2025-08-27 22:33:07.572768,5.46,None,55
101687,Fort_Hood,734.0,978.66,Approved,2025-10-29 07:48:36.572768,40.72,None,45
101688,Fort_Hood,576.0,11190.43,Denied,2025-06-20 05:48:03.572768,22.42,None,40
101689,Waco,747.0,1523.08,Approved,2025-10-04 17:49:17.572768,34.63,None,23
101690,Killeen,752.0,1878.09,Denied,2025-10-25 02:24:01.572768,53.46,High_Velocity_Deposit,27
101691,Fort_Hood,681.0,838.54,Approved,2025-10-20 08:50:05.572768,29.15,None,36
101692,Killeen,775.0,6323.85,Approved,2025-07-02 17:47:58.572768,31.36,None,32
101693,Killeen,768.0,2698.0,Approved,2025-08-21 13:08:35.572768,13.69,None,37
101694,Killeen,706.0,972.94,Approved,2025-11-25 08:57:24.572768,13.22,None,42
101695,Killeen,672.0,816.43,Approved,2025-07-18 17:25:54.572768,11.6,None,48
101696,Killeen,641.0,2311.76,Pending_Review,2025-07-28 23:42:50.572768,,None,43
101697,Killeen,697.0,1873.13,Approved,2025-09-23 08:14:40.572768,14.99,None,24
101698,Round_Rock,734.0,3518.14,Approved,2025-10-22 05:19:30.572768,34.42,None,24
101699,Fort_Hood,680.0,2800.56,Approved,2025-06-24 09:09:27.572768,27.13,None,42
101700,Round_Rock,568.0,1463.25,Approved,2025-11-18 09:36:28.572768,12.25,None,64
101701,Killeen,776.0,1170.23,Denied,2025-09-23 23:10:32.572768,35.24,None,27
101702,Killeen,711.0,1590.89,Denied,2025-12-11 20:45:19.572768,16.35,None,46
101703,Fort_Hood,677.0,1163.81,Approved,2025-10-28 05:43:03.572768,28.64,None,62
101704,Killeen,751.0,1629.2,Denied,2025-11-22 05:08:01.572768,25.73,None,58
101705,Killeen,791.0,1831.98,Approved,2025-09-05 14:23:18.572768,10.78,None,51
101706,Fort_Hood,531.0,881.53,Approved,2025-10-22 11:04:07.572768,9.99,None,60
101707,Killeen,726.0,2994.53,Approved,2025-11-05 09:13:17.572768,24.23,None,41
101708,Fort_Hood,614.0,1344.34,Denied,2025-08-21 00:44:34.572768,41.48,None,22
101709,Fort_Hood,729.0,921.95,Approved,2025-10-05 15:34:21.572768,4.24,None,56
101710,Killeen,707.0,1364.73,Approved,2025-09-26 15:05:12.572768,12.22,None,64
101711,Killeen,738.0,2194.71,Approved,2025-08-04 22:24:30.572768,5.93,None,47
101712,Waco,670.0,1932.23,Approved,2025-09-24 06:11:00.572768,40.65,None,42
101713,Fort_Hood,587.0,2534.36,Approved,2025-10-27 22:45:56.572768,1.69,None,31
101714,Killeen,672.0,3709.59,Approved,2025-09-05 02:24:00.572768,4.36,None,50
101715,Round_Rock,724.0,5135.6,Denied,2025-08-24 20:26:40.572768,14.82,High_Velocity_Deposit,24
101716,Killeen,760.0,2271.94,Approved,2025-08-19 06:26:04.572768,28.15,None,64
101717,Fort_Hood,629.0,768.53,Approved,2025-08-01 12:54:20.572768,7.74,None,62
101718,Round_Rock,761.0,1457.84,Denied,2025-09-06 16:57:17.572768,12.68,None,64
101719,Killeen,661.0,809.6,Denied,2025-07-15 02:54:21.572768,32.8,None,62
101720,Killeen,721.0,7026.78,Approved,2025-11-19 11:30:22.572768,7.05,None,34
101721,Killeen,669.0,8865.48,Approved,2025-11-03 02:18:38.572768,8.1,None,30
101722,Killeen,710.0,3041.93,Denied,2025-10-24 05:47:10.572768,9.19,None,37
101723,Killeen,753.0,3593.09,Approved,2025-11-27 04:02:28.572768,10.91,None,49
101724,Fort_Hood,626.0,2210.01,Approved,2025-09-05 05:43:16.572768,19.28,None,49
101725,Killeen,659.0,2423.2,Approved,2025-11-24 17:49:25.572768,22.63,None,32
101726,Fort_Hood,711.0,503.73,Pending_Review,2025-07-21 08:29:17.572768,,None,51
101727,Round_Rock,844.0,1704.21,Approved,2025-08-14 04:21:46.572768,12.14,None,32
101728,Waco,648.0,893.44,Approved,2025-07-23 15:53:47.572768,14.38,None,50
101729,Fort_Hood,822.0,2264.45,Approved,2025-10-24 03:13:39.572768,12.08,None,33
101730,Killeen,820.0,1723.84,Denied,2025-07-16 11:37:44.572768,35.26,None,29
101731,Fort_Hood,,8582.3,Approved,2025-07-14 02:29:48.572768,27.66,None,31
101732,Fort_Hood,682.0,3764.24,Denied,2025-08-29 04:47:36.572768,71.55,None,56
101733,Killeen,658.0,2270.17,Denied,2025-11-02 17:33:17.572768,9.67,None,57
101734,Killeen,695.0,1460.37,Approved,2025-10-11 07:01:48.572768,17.81,None,34
101735,Temple,615.0,6910.64,Denied,2025-12-11 09:04:48.572768,55.57,None,48
101736,Killeen,695.0,1765.23,Approved,2025-07-24 19:13:20.572768,10.8,None,61
101737,Killeen,789.0,2357.46,Pending_Review,2025-09-22 09:32:39.572768,,None,23
101738,Killeen,663.0,1870.2,Denied,2025-11-01 19:54:35.572768,45.32,None,49
101739,Killeen,685.0,1308.55,Pending_Review,2025-10-17 15:43:58.572768,,None,55
101740,Waco,597.0,1861.62,Denied,2025-08-03 21:49:24.572768,43.59,None,42
101741,Waco,722.0,500.0,Denied,2025-10-31 05:24:31.572768,30.66,None,27
101742,Waco,715.0,524.18,Approved,2025-08-06 03:35:34.572768,16.77,None,60
101743,Killeen,703.0,2391.57,Approved,2025-06-28 03:16:16.572768,9.59,None,47
101744,Killeen,686.0,6339.53,Approved,2025-10-21 05:38:55.572768,7.13,None,57
101745,Fort_Hood,682.0,2388.87,Approved,2025-11-24 11:04:25.572768,11.26,None,61
101746,Killeen,730.0,1016.08,Denied,2025-09-05 16:23:25.572768,29.58,None,39
101747,Killeen,698.0,570.05,Approved,2025-08-29 02:51:09.572768,10.8,None,63
101748,Waco,718.0,3386.74,Approved,2025-12-12 05:37:49.572768,4.3,None,64
101749,Killeen,712.0,1148.54,Denied,2025-08-24 09:05:52.572768,30.36,None,60
101750,Fort_Hood,767.0,3024.76,Pending_Review,2025-12-04 22:40:46.572768,,None,26
101751,Killeen,740.0,2469.8,Denied,2025-07-28 20:36:14.572768,34.7,None,47
101752,Killeen,711.0,2650.86,Denied,2025-08-03 11:23:25.572768,61.21,None,32
101753,Killeen,791.0,1857.3,Approved,2025-09-08 10:00:40.572768,20.74,None,37
101754,Round_Rock,725.0,2457.54,Denied,2025-12-03 16:45:18.572768,51.33,None,40
101755,Waco,778.0,1643.26,Approved,2025-11-24 05:03:54.572768,6.49,None,26
101756,Round_Rock,736.0,1087.63,Pending_Review,2025-08-11 00:31:30.572768,,None,28
101757,Fort_Hood,589.0,836.48,Approved,2025-11-13 22:09:17.572768,21.09,None,24
101758,Killeen,778.0,500.0,Denied,2025-06-27 20:09:24.572768,38.19,None,46
101759,Fort_Hood,708.0,1564.17,Approved,2025-12-04 16:54:40.572768,17.82,None,31
101760,Fort_Hood,,6096.7,Approved,2025-09-14 10:31:55.572768,5.84,None,26
101761,Waco,716.0,3242.38,Denied,2025-06-30 05:11:16.572768,50.97,None,53
101762,Killeen,679.0,2169.32,Denied,2025-10-05 06:58:17.572768,38.65,None,53
101763,Fort_Hood,713.0,1005.05,Denied,2025-07-23 01:51:01.572768,24.92,None,26
101764,Killeen,664.0,4015.32,Approved,2025-11-27 22:49:07.572768,10.6,None,64
101765,Killeen,776.0,1643.45,Approved,2025-06-19 21:43:25.572768,12.86,None,40
101766,Waco,693.0,6373.78,Approved,2025-11-30 15:41:32.572768,13.58,None,33
101767,Fort_Hood,677.0,824.79,Approved,2025-06-21 14:46:50.572768,3.8,None,52
101768,Killeen,644.0,992.3,Approved,2025-12-15 05:11:09.572768,10.57,None,38
101769,Killeen,716.0,917.99,Denied,2025-10-14 01:46:50.572768,33.74,High_Velocity_Deposit,43
101770,Fort_Hood,711.0,552.42,Approved,2025-10-22 14:16:10.572768,18.79,None,62
101771,Waco,723.0,854.37,Denied,2025-10-09 02:39:50.572768,25.88,None,43
101772,Temple,638.0,1963.68,Approved,2025-11-21 03:34:53.572768,5.87,None,47
101773,Round_Rock,603.0,1022.74,Approved,2025-07-29 03:13:48.572768,16.6,None,52
101774,Waco,737.0,500.0,Approved,2025-11-25 12:32:26.572768,3.66,None,64
101775,Killeen,789.0,4270.21,Denied,2025-06-26 15:01:59.572768,49.36,None,27
101776,Fort_Hood,638.0,500.0,Denied,2025-07-29 22:55:49.572768,64.42,None,33
101777,Killeen,795.0,2896.86,Approved,2025-11-10 11:47:26.572768,10.16,None,64
101778,Killeen,717.0,1853.76,Approved,2025-08-22 16:38:26.572768,18.99,None,48
101779,Waco,699.0,9836.92,Approved,2025-11-23 22:47:29.572768,12.97,None,38
101780,Killeen,676.0,4014.09,Denied,2025-07-18 05:35:16.572768,17.12,None,31
101781,Temple,616.0,1207.51,Denied,2025-08-18 01:12:51.572768,61.01,None,26
101782,Fort_Hood,759.0,1031.07,Approved,2025-07-20 17:52:50.572768,3.94,None,25
101783,Fort_Hood,653.0,6016.03,Approved,2025-09-30 22:46:15.572768,14.56,None,60
101784,Fort_Hood,653.0,555.19,Approved,2025-07-16 07:44:17.572768,22.5,None,36
101785,Temple,759.0,2106.33,Approved,2025-07-17 02:20:32.572768,26.15,None,23
101786,Fort_Hood,587.0,1627.99,Approved,2025-10-24 15:58:05.572768,25.69,None,29
101787,Fort_Hood,608.0,1373.91,Approved,2025-08-14 20:23:16.572768,6.8,None,37
101788,Killeen,698.0,2399.01,Approved,2025-07-20 17:51:42.572768,13.71,None,41
101789,Fort_Hood,717.0,2104.11,Approved,2025-09-20 10:49:22.572768,16.22,None,45
101790,Killeen,729.0,2606.91,Approved,2025-08-21 10:34:14.572768,8.43,High_Velocity_Deposit,56
101791,Waco,681.0,2020.66,Approved,2025-08-23 16:17:48.572768,38.17,None,38
101792,Fort_Hood,850.0,2525.38,Approved,2025-11-30 03:02:33.572768,16.77,None,26
101793,Fort_Hood,686.0,1948.26,Denied,2025-12-07 07:54:14.572768,23.41,None,35
101794,Killeen,686.0,1066.84,Approved,2025-10-03 02:44:16.572768,3.56,None,35
101795,Killeen,652.0,1813.84,Approved,2025-08-22 12:58:01.572768,3.75,None,64
101796,Waco,707.0,1020.95,Denied,2025-11-16 00:00:23.572768,81.6,None,52
101797,Killeen,736.0,968.45,Pending_Review,2025-07-25 01:16:59.572768,,Suspicious_ACH,41
101798,Killeen,772.0,1381.71,Approved,2025-08-24 18:24:49.572768,13.63,None,34
101799,Killeen,610.0,1643.3,Approved,2025-08-21 03:13:34.572768,2.06,None,30
101800,Round_Rock,685.0,1859.72,Denied,2025-11-28 18:12:54.572768,17.35,None,55
101801,Waco,726.0,3763.49,Pending_Review,2025-09-21 07:09:31.572768,,None,33
